,x,y,z,qx,qy,qz,qw,width,score
0,-0.030301742255687714,-0.019439399242401123,-0.017855290323495865,0.9388825399329565,0.34385729956610384,-0.0161770818470765,-0.00018912181313928916,0.06714411079883575,2303.2587890625
1,-0.034092579036951065,-0.013167028315365314,-0.01455516554415226,-0.004372477415215874,0.013990518434457491,0.19165851900758757,0.9813522094166838,0.06534375995397568,2177.07421875
2,-0.03562421724200249,0.009930510073900223,-0.010881259106099606,-0.013871382088549926,0.019540300204546713,-0.1069380625531252,0.9939768670367805,0.06343401968479156,2140.1279296875
3,-0.034828417003154755,-0.012571917846798897,-0.01747008226811886,0.0003420959412099979,0.0189694637166669,0.1825620291834595,0.9830112654070078,0.06637194007635117,2137.86279296875
4,-0.032569728791713715,0.0025378884747624397,-0.024033132940530777,0.0016877341314122062,0.01652456078696259,-0.010946512548016957,0.9998021125739512,0.05795031785964966,2135.300537109375
5,-0.034698422998189926,-0.012694629840552807,-0.02401978336274624,0.004879086649233989,0.015877785553073568,0.18431553786171484,0.982726753956636,0.06662364304065704,2133.9716796875
6,-0.013788911513984203,-0.03223849833011627,-0.012842413038015366,0.01833309791145093,0.0030967541503445937,0.5557309778401918,0.8311542503672141,0.06425461918115616,2119.001953125
7,-0.012062877416610718,0.032040245831012726,-0.031639691442251205,0.8167307177135489,-0.5769478010763841,0.005940550212695284,0.006846856169588921,0.06478922069072723,2021.634521484375
8,-0.029582703486084938,0.02264420874416828,-0.0052392263896763325,-0.029611307584560646,0.010366200633177464,-0.2940028977409103,0.9552894893525801,0.06701703369617462,2015.466552734375
9,0.03528934717178345,0.020245160907506943,0.05649833753705025,-0.32533116649976795,0.9265195350608768,-0.18897628952041395,-0.0030241120305786904,0.07974967360496521,1975.961181640625
10,-0.03489011526107788,-0.009870866313576698,-0.027054129168391228,0.005472052047180721,0.015199014672933059,0.14369868088422597,0.9894896339585869,0.06537564843893051,1975.961181640625
11,-0.014127204194664955,0.032678067684173584,-0.014829715713858604,0.8342014746742833,-0.5513493409768269,-0.010975399835413756,-0.0011595059821630418,0.06468895077705383,1972.494384765625
12,-0.010871941223740578,-0.032371580600738525,-0.005196652375161648,0.010818372790187636,0.01915756075150838,0.5901252007229236,0.8070118946756324,0.06268970668315887,1971.615966796875
13,-0.029205044731497765,-0.025085389614105225,-0.0172329880297184,0.9453175646037528,0.32532051389282535,-0.01929941526132558,0.012992223162658972,0.06707604229450226,1970.52685546875
14,-0.03245560824871063,-0.01792256161570549,-0.014576851390302181,0.9791529328075974,0.20229724650812422,-0.016499704524031874,0.007944682506646242,0.06572914123535156,1967.598388671875
15,-0.03235015273094177,-0.016987847164273262,-0.01781327649950981,0.9807928642258813,0.19343734701871318,-0.017529143649590007,0.017890762556862547,0.0664653554558754,1957.3800048828125
16,-0.04119936004281044,-0.02241397276520729,-0.08194907754659653,0.9536666521581424,0.26467150304304804,0.12032631902436784,-0.07739824925966113,0.0753437951207161,1950.227294921875
17,-0.010780450887978077,-0.03232599422335625,0.0056404657661914825,0.008869064496410277,0.037215049599173565,0.5898706969361833,0.8065909376346297,0.06349486112594604,1950.227294921875
18,-0.03541522100567818,0.009420898742973804,-0.02031111717224121,-0.0019590282078226517,0.020748743144777534,-0.10084270948379466,0.9946840703511642,0.0627245306968689,1944.82470703125
19,-0.012044406495988369,0.03206072375178337,-0.028602294623851776,0.8165675484515998,-0.5771711528605581,0.005430120995025806,0.007836638778059441,0.06478174030780792,1930.049560546875
20,-0.005773771554231644,-0.033828381448984146,-0.011076279915869236,-0.006620917385430522,0.017445916679513822,0.6430055544727992,0.7656341556914209,0.059744175523519516,1929.366943359375
21,-0.011930513195693493,0.03218724951148033,-0.024690736085176468,0.815657906008646,-0.5785289189008883,-0.0025089364545161333,-0.0004190451377420402,0.06562329083681107,1924.3892822265625
22,-0.0013464102521538734,0.02976895309984684,-0.024812061339616776,0.00033278380150060256,0.0017128480523202912,-0.6980099009102484,0.7160859820145599,0.05783839523792267,1896.754638671875
23,0.02973618544638157,-0.012048984877765179,-0.026145249605178833,0.0165363065505517,0.0015684771768203073,0.9784556363034027,0.20578789622112226,0.06787558645009995,1891.98974609375
24,-0.03551957756280899,-0.002045365748926997,-0.016946395859122276,-0.0029993781121144614,0.020969873895745457,0.04484291306229364,0.9987694334869408,0.059998977929353714,1890.240966796875
